Search	VideoID	PublishedAt	ChannelId	ChannelTitle	Title	Description
Webometria	5blZDvqvILQ	2020-09-21T19:48:19Z	UCphduPeCDe3u4VtgKM0OvdA	SISTEBIB UFAM	Aula Aberta - Estudos métricos da Informação: uma abordagem teórica-conceitual	Aula aberta da disciplina de Seminários de Pesquisa em Biblioteconomia do Curso de Biblioteconomia da Universidade Federal ...
Webometria	35hmD-P9JEE	2020-07-23T17:39:17Z	UCR4mP_m4vECz7MHCf-uhI7w	Estudos Métricos da Informação	Adilson Luiz Pinto: Sociometria	Métrica para as relações sociais.
Webometria	uClSi3dFxqI	2020-02-05T16:51:43Z	UCB6I5CZx1JbKswtTKeeGbTw	Otávio Oliveira	Curso de bibliometria 2019 -  Parte 1 de 13	Curso sobre bibliometria ministrado pela equipe do Professor Otávio J. Oliveira: Mestrando Maximiliam Spuny e Doutorando ...
Webometria	Cxfom91e8aA	2020-09-08T11:34:59Z	UCAyfzf5Kr8LQwSOPxbyvSZQ	Prof. Ana Patrícia	O visionário Paul Otlet	Nesse vídeo vamos falar sobre o Pai da Documentação, Paul Otlet. Você vai conhecer um pouco da sua trajetória e seu legado ...
Webometria	DrgagQuE668	2020-07-22T09:45:07Z	UCKaq7mgeLd2bSM4zfZEnmAw	7 EBBC SALVADOR 2020	INDICADORES BIBLIOMÉTRICOS/CIENTOMÉTRICOS	
Webometria	q7piA8Bc6UI	2022-06-06T19:30:17Z	UCInI5Z9hrDGIwAs-0fS5zNA	Sua Pesquisa Científica - por Dra. Natácia Lima	O que é cienciometria?	Você sabe o que é Cienciometria? Nesta aula explico para você o que é essa disciplina enquanto 'métrica' de um dado campo ...
Webometria	iE5lxMVxHuM	2020-09-03T14:37:08Z	UCVXIHB6IWyMsmDkMmURM3yQ	LaECO IFMA Caxias	A  meta-análise e cienciometria para compreensão de padrões e processos em ecologia aquática	
Webometria	lhcgoGrK8Ec	2020-06-20T01:45:18Z	UCR4mP_m4vECz7MHCf-uhI7w	Estudos Métricos da Informação	Adilson Luiz Pinto: Introdução aos Estudos Métricos da Informação - áreas de concentração e métricas	Descrição dos estudos métricos e suas grandes áreas e áreas específicas.
Webometria	7ndy3oLzCy8	2018-06-26T16:43:27Z	UCTWw5KtNleIuVy9qHM8aVow	Maricato	Sonia	4321.
Webometria	N3mu9i_EPg8	2020-11-24T18:02:15Z	UCMj8L0q99w9jq7zmtHJkKig	Biblioteca do CT	Aula 13 – Altmetria	Busca bibliográfica e ferramentas de pesquisa para bibliotecários de referência: curso de atualização.
Webometria	X44Ap8EIiH4	2020-07-21T16:41:31Z	UCnFGae0tQxDe2FFyiQB8C3A	Edenir Pereira Filho	Bibliometria (2): 5 passos para a análise bibliométrica	Vejam informações importantes e interessantes sobre como efetuar uma análise bibliométrica.
Webometria	rwHyPidvNoY	2015-08-03T14:42:56Z	UC9YMdo4X-GYLqWGTuShZbUQ	Carlos Nepomuceno	A Ciência 3.0 avança com propostas como a do AltMetrics	Veja o manifesto (em inglês): http://altmetrics.org/manifesto/ Blog do Cordeiro: http://www.colaborativismo.com.br/ Lista de espera ...
Webometria	V2Cei4TxSbE	2020-11-06T13:44:36Z	UCVXSiSAvB832gbs7IvdOjHA	Conexão Engenharia UFF	Revisão Estruturada da Literatura e Cientometria	II Ciclo de Seminários de Pesquisa Interdisciplinar em Sistemas de Gestão - Revisão Estruturada da Literatura e Cientometria ...
Webometria	C9eD3mGyeqw	2016-02-23T18:10:04Z	UCb5ayNf0TcYTwn4kDVEcLEA	Karol Molina	BIBLIOMETRIA E INFOMETRIA	Se tratan algunos de los conceptos fundamentales de las disciplinas métricas, así como su origen y desarrollo.
Webometria	YXABkGyuGr0	2020-10-15T18:16:12Z	UCFRtRxczJUQmdr3Ine2-V4w	PPGCI-Unesp	Visualização da informação sobre o enfoque técnico, científico e editorial	Palestra PPGCI: Visualização da informação sobre o enfoque técnico, científico e editorial Palestrante: Prof. Dr. Adilson Luiz Pinto ...
Webometria	GVHR_C7Dc3U	2020-09-08T01:43:16Z	UC8ada9UntChyyw2MXX-nllA	Mauro Laruccia	Como fazer análise bibliométrica com o pacote R Bibliometrix	Como fazer análise bibliométrica com o pacote R Bibliometrix, https://www.bibliometrix.org. Percebe-se a importância deste ...
Webometria	FAb6lg4yClI	2020-12-03T19:57:55Z	UCb3HZtvxzDdgUenRLoaSLuw	LAMIGA IF Goiano - Urutaí	PESQUISA COM CORONAVÍRUS - ANÁLISE CIENCIOMÉTRICA	Trabalho apresentado no evento do Instituto Federal Goiano - Integra II.
Webometria	4YXmmDdkCpc	2020-10-26T12:47:44Z	UCaGKvjeQe-GeduYkYMOM2vw	Sandro Dorl	Apresentação Mostra Cientifica 2020 (estudo cienciométrico das pesquisas sobre lúpulo)	Perguntas ou dúvidas estamos à disposição. E-mail: sandrodorl@hotmail.com.
Webometria	zNkxshpaYYE	2017-12-15T12:42:54Z	UC6yVe4JNXUdKFxZizE_ldsA	ffmspt	Que número é este? - O que é a metainformação?	Este vídeo explica em 1 minuto. Novo vídeo da série 'Que número é este?', da Pordata em parceria com o jornal Eco.
Webometria	NanZvWwIWNw	2020-09-23T12:09:42Z	UCR4mP_m4vECz7MHCf-uhI7w	Estudos Métricos da Informação	Informetria	
Webometria	fk3NFWd1VP4	2020-07-22T00:43:37Z	UCKaq7mgeLd2bSM4zfZEnmAw	7 EBBC SALVADOR 2020	SESSÃO DE ABERTURA	
Webometria	QgSCxTTnkY4	2021-06-07T05:18:10Z	UCCn7cQaJocrNOLLU2O2iiyg	Luisa Alejandra Peña	Bibliometria, cienciometria y infometria	
Webometria	o3sGZ6vrV7o	2021-03-27T20:38:35Z	UC0o9Jxbot65SIZ8-0O0dq5g	Carlos Alberto Ávila Araújo	Altmetria - por Fernanda e Maysa	Trabalho dos alunos de Fundamentos da Ciência da Informação sobre Altmetria.
Webometria	bBbLXGeJBNA	2020-07-24T05:54:59Z	UCKaq7mgeLd2bSM4zfZEnmAw	7 EBBC SALVADOR 2020	BASES DE DADOS E FONTES INFORMACIONAIS – A	
Webometria	oZpdo77ShqY	2020-03-07T23:31:17Z	UCPlGzQfxWX253Yww1LR3u2g	Andréa Gonçalves	Introdução a altmetria	Palestra online apresentada na 1ª Semana de Curadoria Digital da Extralibris, em dezembro de 2016. #altmetria #altmetrics ...
Webometria	jLT5Kxw9z9c	2020-07-22T07:49:53Z	UCKaq7mgeLd2bSM4zfZEnmAw	7 EBBC SALVADOR 2020	MAPAS DA CIÊNCIA  - B	
Webometria	qmtvXp4i4Yg	2021-08-29T06:04:32Z	UC65Xa3POAgGFS0BXGHpdJrA	VICTOR HUGO ONO SAKUMA DOLCI DOS SANTOS	CIENCIOMETRIA APLICADA À PANDEMIA: CORRELAÇÕES ENTRE A OBESIDADE E A COVID-19.	
Webometria	6kvNqQXkW8Y	2019-09-23T12:41:08Z	UC2SdNr0YV-3F2ABP85xbdzg	YAZMIN SANTOS	Estudios Métricos de la Información Infometría	
Webometria	PfTIEQqToG0	2022-04-21T09:16:10Z	UCtXNy2dU3LuI8m9FN8Xhjmw	Leszczu	Najlepsze uczelnie świata - webometryczny ranking uniwersytetów świata. Gdzie najlepiej studiować?	Ranking uczelni na świecie tworzony na podstawie złożonego wskaźnika, który bierze pod uwagę zarówno ilość treści ...
Webometria	lmtZUJ0oj88	2021-05-25T15:32:19Z	UCAwXnJblt6ZYAPoRlHbShbQ	Bibliothings Concursos Públicos	Biblioteconomia para concursos públicos - comentários de questões - INFOMETRIA	Confira a análise desta questão sobre a infometria, um dos mais importantes estudos métricos da informação. Este é um tema ...
Webometria	SYrK4oWzALA	2023-12-14T13:16:36Z	UCZdTWlmSp9eSCgXKtCyRiyA	No-Budget Science	Hack Week 2023 - Estudos métricos e grafos usando VOS Viewer - Fábio Gouveia	Conversa com Fábio Gouveia sobre uso do VOS Viewer para construção de redes de artigos e pesquisadores (3/12/2023).
Webometria	co2KL6nOJko	2018-10-30T17:57:36Z	UCTW1CKZpNIXVRs-KrqQr2cA	FGV EAESP Pesquisa	Seminário de Pesquisa - Métricas Alternativas de Produção Científica	Nesse vídeo, a pesquisadora Andréa do Nascimento fala sobre as métricas alternativas de publicação científica.
Webometria	dn6UjgKAM68	2020-07-02T16:21:26Z	UCr_0xK4vXqbUHiOSG8vQD-g	uexperienceoficial	INTERNATIONAL CONFERENCE: Scientometrics Methods to increase impact and visibility of research	Olá, tudo bem? Você esta assistindo uma palestra da 1º International Conference da U.Experience, vinculada ao 6º Congresso ...
Webometria	dJqly5ROlaM	2018-10-10T16:28:18Z	UC9CQ732IB-7fz8DaB4Qx4tw	Biblioteca Iscte	Altmetria e a análise das condições de interação em torno de artigos sobre políticas públicas	Altmetria e a análise das condições de interação em torno de artigos sobre políticas públicas: uma incursão metodológica ...
Webometria	GDA7tpZqX3Q	2020-07-23T13:51:32Z	UCKaq7mgeLd2bSM4zfZEnmAw	7 EBBC SALVADOR 2020	DIÁLOGOS SOBRE CIÊNCIA ABERTA	
Webometria	t6OssYL0tA0	2019-04-25T23:22:35Z	UC4XfJxeuKeJ9ySX3uWGxa0w	LATmetrics	Vantagem do Acesso Aberto e Publicações Brasileiras: Um Estudo Altmétrico	Iara Vidal Pereira de Souza e Fabio Castro Gouveia - Vantagem do Acesso Aberto e Publicações Brasileiras: Um Estudo ...
Webometria	J4RTByvFqMs	2021-04-22T14:38:23Z	UCwDa29kE-P95t-SlJ91LYGQ	BiblioUFRN	Estudos Métricos da Informação para análise do comportamento informacional  em meio às pandemias	Palestra ministrada por Dra. Ilaydiany Oliveira da Silva. Universidade Federal de Goias/Universidade Federal de Rio Grande do ...
Webometria	K8zkoo02L6k	2020-07-24T08:18:24Z	UCKaq7mgeLd2bSM4zfZEnmAw	7 EBBC SALVADOR 2020	SESSÃO DE ENCERRAMENTO / Pré-lançamento de E-book	
Webometria	ahRnc9QObwI	2020-07-25T20:35:58Z	UCFii5uI8UrX2BE6hddtlQLw	Suelen Martins	Vida Loka no Free Fire	Destruindo no FF.
Webometria	UvRrCHNxpgM	2020-06-17T20:22:26Z	UCPL0Z95yEBFjqW6QBeLaOnw	Roquemar Baldam	Bibliometria   Passo 3   Analisar dados no Biblioshiny	Bibliometria workshop.
Webometria	U2aFj6DjWr0	2021-08-10T13:54:59Z	UCu643SGG57pDQk0AprzxZTQ	Pós-graduação em Ciência da Computação - UFABC	Grupo de Pesquisa em Cientometria (UFABC)	Veja mais sobre o grupo aqui: https://pesquisa.ufabc.edu.br/cientometria/ Veja mais sobre a pós-graduação em Ciência da ...
Webometria	Bz-sxbDAL3E	2020-05-29T21:20:07Z	UCoshhaYYVMuXUQplMu42kLg	Mineiro de Dados	Zoterobib - sua bibliografia rápida em qualquer estilo - Live [Ep: 012]	Aula Pública via Live no Youtube com introdução a ferramenta zoterobib que permite você fazer sua bibliografia rapidamente e ...
Webometria	vuCwR0dqs2s	2021-10-28T10:27:07Z	UC6lfYH0Hx6K4cBP_EosgcEw	Instituto de Informática UFG	Palestra de abertura - Vai chover hoje?  - Flavio Horita - ERSI-GO 2021	Palestra de abertura - Vai chover hoje? - Flavio Horita - ERSI-GO 2021 Vai chover hoje? A importância da transformação digital ...
Webometria	ACfxT_pXEuw	2018-10-26T19:46:24Z	UCE5uQwLX5wkkJvtnjOFK-Hw	SciELO	SciELO 20 | P4.2 | &quot;Impacto social&quot; de periódicos: métricas de mídias sociais..., por Ronaldo Araujo	Semana SciELO 20 Anos | Conferência SciELO 20 Anos | Dia 27 de Setembro de 2018 4.2 – Impacto científico/acadêmico dos ...
Webometria	cmVID1h5FjQ	2020-07-22T06:39:03Z	UCKaq7mgeLd2bSM4zfZEnmAw	7 EBBC SALVADOR 2020	MAPAS DA CIÊNCIA - A	
Webometria	ZDgTRq56SVI	2021-10-14T00:46:44Z	UCvXLIvnv9FrwPV4HZBBQFHA	ConVersando	Bibliometria Teoria e Prática- Aula 2	Bibliomertria#Metodologiacientifica#ABNT ………….................................................. ✓ PROFESSORA MEDIADORA: Mediadora: ...
Webometria	va2-TKcpXLA	2019-11-17T02:46:19Z	UCjd0zdDryChhJZPunuogXtg	Eliana Bigai Núñez	ANALISIS CUANTITATIVO PARTE II-DBR-9011-S	Debido a la importancia de Internet, dentro de las técnicas para medir publicaciones científicas y el desarrollo de la ciencia, están ...
Webometria	VYbOGfn211Q	2021-10-14T18:36:05Z	UCK1-9VPshH82SlHvPdk92eg	Biblioteca Universitária Udesc	I Fórum de editores de periódicos UFSC e Udesc: novos modelos e métricas para avaliação	14h: novos modelos e métricas para avaliação de publicações, com João de Melo Maricato (UnB). Material didático: ...
Webometria	wzJ9bZiR7Ks	2020-09-23T14:45:13Z	UCZrye7AMnAW1UEcxLznLf5w	BCo UFSCar	Estudos Bibliométricos: Origem, Definição e Aplicações - Kizi Mendonça De Araújo	Este vídeo faz parte do IV ConProduCi ( Conversando sobre Produção Científica na UFSCar). Evento organizado pelo DeRef ...
Webometria	XiVUuPDi4dQ	2020-07-02T01:36:33Z	UCOvVH9dOdgn0PwpCxMavUSA	Prof. Dr. Marcos Santos	Live do dia 01JUL2020: Análise Bibliométrica com Biblioshiny	Com a participação do Prof. Edilvando, que é mestre e doutorando em Engenharia de Produção pela Universidade Federal ...
Webometria	qGyxP_NYGA4	2020-08-05T15:57:53Z	UCUZ8yfqpuOzC6KnwCeckAig	Programa de Pós-Graduação em Gestão, Inovação e Consumo-PPGIC	Curso de Pesquisa Bibliométrica usando VOSviewer - PARTE 1	Neste curso, promovido pelo Programa de Pós-Graduação em Gestão, Inovação e Consumo da UFPE, você vai aprender: I.
Webometria	xnRa0FTUzsw	2015-06-07T20:16:48Z	UCczOzikqJzH08NLos3OV1Mg	Asociación Colombiana de Bibliotecología	Bibliometría - Flor Trillo	ASCOLBI culminó con éxito el taller de indicadores métricos de impacto científico.
Webometria	9WMUn6IHWIc	2008-10-16T10:25:44Z	UCGQpj9f8SQ1pmx0ja1BVsRA	CiberCatBlack	Cibermetria	Venta de Test Psicometricos.
Webometria	HYhYm1FVTQ4	2020-07-08T06:24:50Z	UCwDa29kE-P95t-SlJ91LYGQ	BiblioUFRN	Redes sociais acadêmicas, com Ilaydiany da Silva	Palestra intitulada 'Redes sociais acadêmicas', proferida pela professora Drª Ilaydiany da Silva e mediada pela professora Msª ...
Webometria	osjNsRYeuRw	2020-07-23T06:51:40Z	UCKaq7mgeLd2bSM4zfZEnmAw	7 EBBC SALVADOR 2020	PRODUTIVIDADE CIENTÍFICA – B	
Webometria	6T_A8pAbkis	2015-06-19T04:13:46Z	UCAwXnJblt6ZYAPoRlHbShbQ	Bibliothings Concursos Públicos	Análise de Provas em Biblioteconomia - Estudos métricos da Informação	Fala galera! O tema de hoje é sobre os estudos métricos da Informação. Assista a esta análise e às outras anteriores e aprenda ...
Webometria	n65JcqLHefQ	2020-09-28T14:10:11Z	UCKqzg87KcqY5e2eJJtOyRSg	Kenneth Rochel de Camargo	Alguns problemas da cientometria.	A utilização de indicadores baseados em citações como equivalente de qualidade e/ou importância de periódicos, artigos e ...
Webometria	BDGVEdqMT4A	2019-12-02T13:00:13Z	UCE5uQwLX5wkkJvtnjOFK-Hw	SciELO	Métricas alternativas e Ciência Aberta na América Latina	Para comemorar os seus 30 anos, o periódico Transinformação participa da Semana Especial do Blog SciELO em Perspectiva ...
Webometria	3tToLHAs62A	2021-08-11T19:51:44Z	UCKc_gZE6CIVVnt5WLwpding	Desafios Contemporâneos da Memória	Palestra - Esferas cognitivas da Bibliografia Material	'II Colóquio Internacional 'Desafios Contemporâneos da Memória: A Bibliografia Material e seus impactos no gerenciamento do ...
Webometria	mwdN1Nwo1Lc	2019-03-23T14:27:32Z	UC_7c7c0CvPXCUkwV7cHZ6FA	Herminio Flores Cortes	Presentación en vídeo de una publicación científica	Presentación en vídeo de una publicación científica. Articulo: Ranking webométrico de repositorios de acceso abierto.
Webometria	cwa72lr8tMo	2019-01-02T17:10:21Z	UCWX70TFNwDsBLYlRzOe_-zw	Balanço Geral Joinville	De olho no futuro, empresas investem em práticas sustentáveis	Empresas catarinenses são exemplo no quesito de crescimento e renda ao trabalhar com o menor impacto possível ao meio ...
Webometria	7IvTGbqGrYM	2020-07-28T19:14:29Z	UCasTH2XXGnPXx3WcYA8cRJA	PPGCI IBICT UFRJ	Grafos, Pandemia e a Visualização de Dados Cientométricos	Neste mini-curso apresentaremos os grafos, veremos como podemos ver uma cadeia de relações entre os nós que eles ...
Webometria	QEq-bg1I4eQ	2020-12-07T00:27:45Z	UCoshhaYYVMuXUQplMu42kLg	Mineiro de Dados	Palestra PPGCI-Unesp-Marilia - Comunicação científica e a escolha pelos periódicos de acesso aberto	Palestra ao Programa de Pós Graduação em Ciência da Informação da Unesp - Marilia Tema: “Comunicação científica brasileira: ...
Webometria	JjU_wfKoVD4	2020-08-21T13:14:31Z	UCeKm2FTHbby50IlmLrX6TOg	DPL - Docentes Pela Liberdade	LIVE: Por que a cientometria importa?	Live: Quinta-feira - 20/08 - 20h Entrevista com Prof. Fabiano Borges, Analista em Ciência e Tecnologia da CAPES, sobre ...
Webometria	U11trcqTMDY	2021-04-22T14:50:54Z	UC93fJ3JLX46IZBzmmHUGBUQ	Programa Pos-Graduacao em Desenvolvimento Meio Ambiente	Análises bibliométricas e ética em pesquisa - 22/04/21	Prof. Dr. Jailson Santos de Novais - UFSB Análises bibliométricas e ética em pesquisa 22 e 23 de abril de 2021, 8h30 - 12h30.
Webometria	DFC4-Jpm4RA	2020-06-19T21:42:07Z	UCR4mP_m4vECz7MHCf-uhI7w	Estudos Métricos da Informação	Adilson Luiz Pinto: Introdução aos Estudos Métricos da Informação: Bases de dados e tipologias	Apresenta as iniciativas das bases de dados, bibliográficas e com citações; e apresenta algumas tipologias de estudos métricos.
Webometria	opSBNdhdXJ8	2020-06-19T16:39:14Z	UCB6I5CZx1JbKswtTKeeGbTw	Otávio Oliveira	Curso de bibliometria 2019    Parte 5 de 13	Curso sobre bibliometria ministrado pela equipe do Professor Otávio J. Oliveira: Mestrando Maximiliam Spuny e Doutorando ...
Webometria	8dC6Hl_dHOs	2020-07-16T22:56:16Z	UCR4mP_m4vECz7MHCf-uhI7w	Estudos Métricos da Informação	Adilson Luiz Pinto: índices de autoridades e colaboração	Nesta videoaula trataremos de coautoria, taxa de documentos coautorados, grau de colaboração e índice de colaboração.
Webometria	c9AvsKDmXe0	2021-08-12T19:30:24Z	UCO629tSMzuL7EYT1Vq1wIbA	Escritório do Livro & BiblioMaison	Palestra - Esferas cognitivas da Bibliografia Material	'II Colóquio Internacional 'Desafios Contemporâneos da Memória: A Bibliografia Material e seus impactos no gerenciamento do ...
